"Timestamp","XrmsA","YrmsA","ZrmsA","XrmsG","YrmsG","ZrmsG"
"1481653606064",0.0361344591451387,0.0225116707387159,0.107818989586852,0.0305889481343539,0.0150021972827616,0.00559698120529776
"1481653606064",0.0298744125302701,0.0275560687160858,0.0395670492440909,0.0215636500419028,0.0115875972415194,0.00380009405836849
"1481653606065",0.0164063688224525,0.026723952856875,0.053349017468441,0.0125915820171609,0.00992365311718685,0.00439381589466621
"1481653606073",0.0360274203425014,0.0240957726279723,0.0817986638245119,0.0163724786068433,0.00783192794854511,0.00558329075947951
"1481653606083",0.0658952356044986,0.0592528137541608,0.128245778616258,0.0209514608567809,0.00356070961331631,0.00495268888403945
"1481653606093",0.0920828908404682,0.0585725347349971,0.184721988281531,0.0195059253471208,0.00209301424626948,0.00307211381996403
"1481653606103",0.109277277078205,0.0416611562992305,0.221198717923683,0.0133779295240439,0.00188200943063695,0.00108612141922703
"1481653606114",0.0953853346584797,0.0246080496028738,0.220024468760272,0.0112637607740847,0.00418012309405734,0.00176364145130637
"1481653606122",0.0701074954255187,0.0300363434350841,0.17080781696074,0.0167682888173308,0.0048330008821387,0.00197107886131636
"1481653606132",0.0419781406360074,0.0367606034078818,0.108610660482765,0.0190306674619632,0.00759662167097832,0.00321046521105526
"1481653606148",0.0262414336575391,0.0662592428341265,0.0608612399464353,0.0148064279356302,0.0120701613008244,0.00692719455398006
"1481653606158",0.0235723386268977,0.106117356847359,0.0547395711633274,0.012082984066818,0.0161610617490343,0.0110891196827655
"1481653606167",0.0254458497996017,0.115085995074527,0.0563988981960248,0.0187342923706463,0.0169598442908925,0.0136552045385851
"1481653606178",0.0336470347985729,0.096605514653612,0.0594298734934886,0.0254879545811637,0.0139213467372965,0.0145073324185694
"1481653606187",0.0405992734432791,0.0717788615546358,0.0359514777555156,0.0266978469885654,0.00875982615410571,0.0124797584497353
"1481653606197",0.0406195978322053,0.0610755663039022,0.0475901746836929,0.0229066365721184,0.00332355196285947,0.00937287672532754
"1481653606212",0.021468511405232,0.0634461419779946,0.0526796680040842,0.0166065463410419,0.00324868897287968,0.00590404726219119
"1481653606222",0.027726034101257,0.0480084026124604,0.0630959415942959,0.0101282665390019,0.00237500492269307,0.0039001296998893
"1481653606232",0.057525154632412,0.0309342234263801,0.0604318068081073,0.004790302293326,0.00300146242766477,0.00289270582898015
"1481653606242",0.0716865219560964,0.0224810422062475,0.066998834338911,0.00294546017625761,0.00437338831246407,0.00173444848520712
"1481653606252",0.0634687652734267,0.0769972623671927,0.0325640418531102,0.00276217804696858,0.00425970627743328,0.00125274562986255
"1481653606262",0.0437353141941117,0.0937931251455882,0.0425498833639479,0.0030150764698407,0.00343174879932765,0.00118211799887373
"1481653606272",0.0225945543711753,0.0852966871151701,0.0827676012610293,0.00578860221611176,0.00227028015527839,0.00235596890957571
"1481653606282",0.0338466172943197,0.0588924515217893,0.15331298390763,0.00599928165833651,0.00289847914758979,0.00312347077198408
"1481653606291",0.0358239527545181,0.0514071492143418,0.174811557897764,0.00824513014098345,0.00281233179479839,0.0037850963381843
"1481653606301",0.0345537486929712,0.056201064187877,0.146869428018949,0.0172816845355358,0.00423558812355053,0.00543492705851699
"1481653606311",0.0206795438265475,0.0509402430434914,0.0798532201606494,0.0256937757182172,0.00522387046247547,0.00704401950130689
"1481653606321",0.021020206570053,0.0343913181931398,0.049655671780182,0.0305526354199994,0.00611953925130013,0.0081591442310185
"1481653606331",0.0292575840314436,0.0200476067706916,0.0378401448065135,0.0321007850163286,0.0103196017505572,0.00920080170981079
"1481653606341",0.0305110027361396,0.013747920029421,0.0713339329735479,0.0304759914333946,0.0122307548251551,0.0110041517565937
"1481653606351",0.0241505021349377,0.0184425418774376,0.105300355387123,0.0246342317651598,0.0103055360059709,0.0128463346915048
"1481653606362",0.0141451004843924,0.0277333892091176,0.123945398917097,0.0156041573976594,0.00578912506270895,0.0133123120095962
"1481653606371",0.0282632860243179,0.0563925217807136,0.113517104593937,0.00747806472487648,0.00533250906189463,0.0125056421945088
